                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    101,                0.94316,                 1.3706,                 1.6871,                 1.0221,                0.30514,                 0.5488,                0.29547,                0.21063,                0.89539,                    0.2,                0.27742,                0.19473,                 1.3395,                 3.1019,                 3.7527,                 1.3762,              0.0006733,              0.0006733,              0.0006733
                    102,                0.77066,                 1.4394,                  1.814,                0.92154,                0.28534,                    0.4,                0.24137,                 0.1809,                0.28534,                    0.4,                 0.2309,                 0.1618,                 1.3741,                 3.1869,                 4.2433,                 1.3816,                0.00067,                0.00067,                0.00067
                    103,                0.97415,                  1.552,                 2.3926,                 1.0584,                0.28534,                    0.4,                0.24137,                 0.1809,                0.28534,                    0.4,                 0.2309,                 0.1618,                 1.3741,                 3.1869,                 4.2433,                 1.3816,              0.0006667,              0.0006667,              0.0006667
                    104,                0.85709,                 1.0779,                 1.6682,                 1.0489,                0.56718,                    0.4,                0.37484,                0.29112,                0.56718,                    0.4,                0.37484,                0.26356,                 1.2316,                 3.3775,                 4.3427,                 1.2826,              0.0006634,              0.0006634,              0.0006634
                    105,                 1.1796,                 1.5381,                  2.284,                 1.2336,                0.56718,                    0.4,                0.37484,                0.29112,                0.56718,                    0.4,                0.37484,                0.26356,                 1.2316,                 3.3775,                 4.3427,                 1.2826,              0.0006601,              0.0006601,              0.0006601
                    106,                 0.9504,                   1.36,                 1.6233,                 1.0456,                0.49524,                    0.4,                 0.3962,                0.31364,                0.49524,                    0.4,                 0.3962,                0.28132,                 1.1049,                 3.2391,                 3.7167,                 1.1993,              0.0006568,              0.0006568,              0.0006568
                    107,                0.90798,                 1.4048,                   1.62,                 1.0312,                0.49524,                    0.4,                 0.3962,                0.31364,                0.49524,                    0.4,                 0.3962,                0.28132,                 1.1049,                 3.2391,                 3.7167,                 1.1993,              0.0006535,              0.0006535,              0.0006535
                    108,                0.84526,                 1.4598,                   1.76,                 1.0712,                0.39349,                    0.6,                0.57954,                0.41318,                0.39349,                    0.6,                0.57954,                0.43267,                 1.2688,                 2.8979,                 3.2272,                 1.2573,              0.0006502,              0.0006502,              0.0006502
                    109,                0.91026,                 1.0564,                 1.5079,                0.94202,                0.39349,                    0.6,                0.57954,                0.41318,                0.39349,                    0.6,                0.57954,                0.43267,                 1.2688,                 2.8979,                 3.2272,                 1.2573,              0.0006469,              0.0006469,              0.0006469
                    110,                0.95243,                 1.5212,                 1.8633,                 1.0919,                0.55559,                0.59107,                 0.5143,                0.35349,                0.55559,                0.59107,                 0.5143,                0.35369,                 1.2872,                 2.8456,                 2.8996,                 1.2542,              0.0006436,              0.0006436,              0.0006436
                    111,                0.99273,                 1.3102,                 1.8248,                 1.0698,                0.55559,                0.59107,                 0.5143,                0.35349,                0.55559,                0.59107,                 0.5143,                0.35369,                 1.2872,                 2.8456,                 2.8996,                 1.2542,              0.0006403,              0.0006403,              0.0006403
                    112,                 1.1204,                  1.241,                 2.2247,                 1.1332,                0.77396,                    0.4,                0.34475,                0.24041,                0.77396,                    0.4,                0.34475,                0.22352,                 1.1909,                 2.8827,                 3.6108,                 1.1795,               0.000637,               0.000637,               0.000637
                    113,                 0.7627,                0.99113,                 1.6161,                0.94262,                0.77396,                    0.4,                0.34475,                0.24041,                0.77396,                    0.4,                0.34475,                0.22352,                 1.1909,                 2.8827,                 3.6108,                 1.1795,              0.0006337,              0.0006337,              0.0006337
                    114,                0.85738,                 1.0982,                 1.7521,                0.97548,                0.99634,                    0.2,                0.29083,                0.20832,                0.99634,                    0.2,                 0.2903,                0.18533,                 1.0873,                 2.8027,                 4.1037,                 1.1599,              0.0006304,              0.0006304,              0.0006304
                    115,                0.90119,                 1.1893,                 1.5077,                0.98507,                0.99634,                    0.2,                0.29083,                0.20832,                0.99634,                    0.2,                 0.2903,                0.18533,                 1.0873,                 2.8027,                 4.1037,                 1.1599,              0.0006271,              0.0006271,              0.0006271
                    116,                0.84714,                 1.1122,                 2.0092,                0.99812,                0.99625,                    0.2,                0.28437,                0.17728,                0.99625,                    0.2,                0.28437,                0.19203,                 1.0324,                  2.627,                 4.0863,                 1.1463,              0.0006238,              0.0006238,              0.0006238
                    117,                  0.927,                 1.1859,                 1.6898,                 1.0768,                0.99625,                    0.2,                0.28437,                0.17728,                0.99625,                    0.2,                0.28437,                0.19203,                 1.0324,                  2.627,                 4.0863,                 1.1463,              0.0006205,              0.0006205,              0.0006205
                    118,                0.92682,                 1.2303,                 1.4359,                 1.0546,                0.60589,                    0.4,                 0.4171,                0.31279,                0.60589,                    0.4,                 0.4171,                0.29987,                 1.1564,                 2.3832,                 3.7312,                 1.2886,              0.0006172,              0.0006172,              0.0006172
                    119,                 1.0124,                  1.101,                 1.8226,                 1.1681,                0.60589,                    0.4,                 0.4171,                0.31279,                0.60589,                    0.4,                 0.4171,                0.29987,                 1.1564,                 2.3832,                 3.7312,                 1.2886,              0.0006139,              0.0006139,              0.0006139
                    120,                0.89866,                 1.0863,                  1.564,                 1.0152,                0.94975,                0.38246,                0.43371,                0.30987,                0.94975,                0.38246,                0.43638,                0.32216,                 1.1508,                 2.2269,                 3.5256,                 1.3018,              0.0006106,              0.0006106,              0.0006106
                    121,                0.82236,                 1.1199,                 1.3939,                 1.0897,                0.94975,                0.38246,                0.43371,                0.30987,                0.94975,                0.38246,                0.43638,                0.32216,                 1.1508,                 2.2269,                 3.5256,                 1.3018,              0.0006073,              0.0006073,              0.0006073
                    122,                0.87968,                 1.0511,                 1.5887,                0.98238,                0.96421,                    0.3,                0.54511,                0.40585,                0.96421,                    0.3,                0.54511,                0.40141,                   1.14,                 2.2612,                 3.1194,                  1.259,               0.000604,               0.000604,               0.000604
                    123,                0.82241,                 1.1701,                 1.5004,                0.95955,                0.96421,                    0.3,                0.54511,                0.40585,                0.96421,                    0.3,                0.54511,                0.40141,                   1.14,                 2.2612,                 3.1194,                  1.259,              0.0006007,              0.0006007,              0.0006007
                    124,                 0.8745,                  1.142,                 1.5526,                 1.0663,                0.96541,                    0.3,                0.46961,                0.32795,                0.96541,                    0.3,                0.46961,                0.33844,                 1.2362,                 2.3129,                 3.1548,                 1.2834,              0.0005974,              0.0005974,              0.0005974
                    125,                0.93927,                 1.1275,                 1.4527,                0.97434,                0.96541,                    0.3,                0.46961,                0.32795,                0.96541,                    0.3,                0.46961,                0.33844,                 1.2362,                 2.3129,                 3.1548,                 1.2834,              0.0005941,              0.0005941,              0.0005941
                    126,                0.81092,                 1.3648,                 1.6384,                0.96996,                0.43352,                    0.6,                0.48402,                0.33627,                0.43352,                    0.6,                0.48402,                 0.3456,                 1.2925,                 2.3498,                 3.1296,                 1.3647,              0.0005908,              0.0005908,              0.0005908
                    127,                 1.0362,                 1.2584,                 1.5766,                 1.1121,                0.43352,                    0.6,                0.48402,                0.33627,                0.43352,                    0.6,                0.48402,                 0.3456,                 1.2925,                 2.3498,                 3.1296,                 1.3647,              0.0005875,              0.0005875,              0.0005875
                    128,                0.91082,                  1.502,                 1.5804,                0.99379,                0.56261,                0.55202,                0.54859,                0.32814,                0.56261,                0.55202,                0.54859,                0.38239,                 1.3179,                 2.3631,                 3.1659,                 1.3821,              0.0005842,              0.0005842,              0.0005842
                    129,                0.87876,                 1.0079,                 1.5162,                 0.9988,                0.56261,                0.55202,                0.54859,                0.32814,                0.56261,                0.55202,                0.54859,                0.38239,                 1.3179,                 2.3631,                 3.1659,                 1.3821,              0.0005809,              0.0005809,              0.0005809
                    130,                 0.8552,                 1.0908,                  1.512,                 0.9816,                0.51367,                0.50798,                0.48921,                0.30052,                0.51367,                0.50798,                0.48921,                 0.3271,                 1.3225,                 2.4527,                 3.0209,                 1.4106,              0.0005776,              0.0005776,              0.0005776
                    131,                0.84378,                0.80199,                 1.5201,                0.99754,                0.51367,                0.50798,                0.48921,                0.30052,                0.51367,                0.50798,                0.48921,                 0.3271,                 1.3225,                 2.4527,                 3.0209,                 1.4106,              0.0005743,              0.0005743,              0.0005743
                    132,                0.72853,                  1.037,                  1.413,                 1.0163,                0.53788,                 0.6485,                 0.4975,                0.30604,                0.53788,                 0.6485,                 0.4975,                0.34037,                  1.302,                 2.5196,                 2.9719,                   1.41,               0.000571,               0.000571,               0.000571
                    133,                0.67813,                0.83647,                 1.2139,                0.93664,                0.53788,                 0.6485,                 0.4975,                0.30604,                0.53788,                 0.6485,                 0.4975,                0.34037,                  1.302,                 2.5196,                 2.9719,                   1.41,              0.0005677,              0.0005677,              0.0005677
                    134,                0.77796,                0.97775,                 1.3608,                0.92696,                0.33658,                0.71938,                 0.4975,                0.33085,                0.33658,                0.71938,                 0.4975,                 0.3501,                  1.206,                 2.5647,                 2.9746,                 1.3793,              0.0005644,              0.0005644,              0.0005644
                    135,                0.71115,                0.78412,                 1.3026,                0.95862,                0.33658,                0.71938,                 0.4975,                0.33085,                0.33658,                0.71938,                 0.4975,                 0.3501,                  1.206,                 2.5647,                 2.9746,                 1.3793,              0.0005611,              0.0005611,              0.0005611
                    136,                0.82888,                 1.0411,                 1.2977,                0.97321,                0.36169,                0.69148,                0.48242,                0.33341,                0.36169,                0.69148,                0.48242,                0.33219,                 1.2019,                 2.7139,                 3.1233,                 1.3791,              0.0005578,              0.0005578,              0.0005578
                    137,                0.73717,                0.95612,                 1.1462,                0.89339,                0.36169,                0.69148,                0.48242,                0.33341,                0.36169,                0.69148,                0.48242,                0.33219,                 1.2019,                 2.7139,                 3.1233,                 1.3791,              0.0005545,              0.0005545,              0.0005545
                    138,                 0.7735,                 1.0514,                 1.2515,                0.92924,                0.49147,                0.57688,                0.42785,                0.29601,                0.49147,                0.57688,                0.42785,                0.29405,                 1.2457,                  2.801,                 3.4941,                 1.4937,              0.0005512,              0.0005512,              0.0005512
                    139,                 0.7041,                0.73791,                 1.3752,                 0.9294,                0.49147,                0.57688,                0.42785,                0.29601,                0.49147,                0.57688,                0.42785,                0.29405,                 1.2457,                  2.801,                 3.4941,                 1.4937,              0.0005479,              0.0005479,              0.0005479
                    140,                0.78284,                 1.3692,                 1.2519,                0.99577,                0.46125,                0.47273,                0.42288,                0.27649,                0.46125,                0.47273,                0.42288,                0.29157,                 1.3359,                 2.6275,                 3.7036,                 1.5486,              0.0005446,              0.0005446,              0.0005446
                    141,                0.69456,                0.87771,                 1.2776,                0.90952,                0.46125,                0.47273,                0.42288,                0.27649,                0.46125,                0.47273,                0.42288,                0.29157,                 1.3359,                 2.6275,                 3.7036,                 1.5486,              0.0005413,              0.0005413,              0.0005413
                    142,                0.82433,                 1.0803,                 1.2444,                0.93612,                0.29094,                0.54019,                0.42288,                0.25394,                0.29094,                0.54019,                0.42288,                0.28758,                 1.4023,                 2.6132,                  3.528,                 1.5865,               0.000538,               0.000538,               0.000538
                    143,                 0.7712,                 1.0215,                 1.2874,                0.99299,                0.29094,                0.54019,                0.42288,                0.25394,                0.29094,                0.54019,                0.42288,                0.28758,                 1.4023,                 2.6132,                  3.528,                 1.5865,              0.0005347,              0.0005347,              0.0005347
                    144,                0.87153,                 1.5775,                 1.7499,                 1.1241,                0.28649,                0.56429,                0.46765,                0.29526,                0.28649,                0.56429,                0.46765,                0.32422,                 1.3867,                 2.6962,                 3.2432,                 1.5402,              0.0005314,              0.0005314,              0.0005314
                    145,                0.71197,                  1.099,                 1.3467,                0.95475,                0.28649,                0.56429,                0.46765,                0.29526,                0.28649,                0.56429,                0.46765,                0.32422,                 1.3867,                 2.6962,                 3.2432,                 1.5402,              0.0005281,              0.0005281,              0.0005281
                    146,                 0.6953,                 1.1342,                  1.283,                0.87839,                0.24881,                 0.5508,                0.57212,                0.36125,                0.24881,                 0.5508,                0.57212,                0.39536,                 1.4571,                  2.777,                 3.3373,                 1.5588,              0.0005248,              0.0005248,              0.0005248
                    147,                0.72435,                 1.1851,                 1.3903,                0.89232,                0.24881,                 0.5508,                0.57212,                0.36125,                0.24881,                 0.5508,                0.57212,                0.39536,                 1.4571,                  2.777,                 3.3373,                 1.5588,              0.0005215,              0.0005215,              0.0005215
                    148,                0.71269,                 1.1495,                 1.2452,                0.87686,                0.17775,                    0.4,                0.52238,                0.31338,                0.17775,                    0.4,                0.52238,                0.36562,                 1.4786,                 2.8193,                 3.3057,                 1.5472,              0.0005182,              0.0005182,              0.0005182
                    149,                0.85932,                 1.0065,                 1.6782,                 0.9902,                0.17775,                    0.4,                0.52238,                0.31338,                0.17775,                    0.4,                0.52238,                0.36562,                 1.4786,                 2.8193,                 3.3057,                 1.5472,              0.0005149,              0.0005149,              0.0005149
                    150,                0.69557,                0.81806,                 1.4113,                 0.9375,                0.41995,                    0.4,                0.47263,                0.27664,                0.41995,                    0.4,                0.47263,                0.32419,                  1.435,                 2.8267,                 3.3427,                 1.5857,              0.0005116,              0.0005116,              0.0005116
                    151,                0.65928,                0.80588,                  1.226,                0.90522,                0.41995,                    0.4,                0.47263,                0.27664,                0.41995,                    0.4,                0.47263,                0.32419,                  1.435,                 2.8267,                 3.3427,                 1.5857,              0.0005083,              0.0005083,              0.0005083
                    152,                0.75039,                0.90779,                 1.2826,                0.91738,                0.17971,                    0.4,                0.46584,                0.26288,                0.17971,                    0.4,                0.46584,                0.30782,                 1.4108,                 2.8799,                 3.4788,                 1.6306,               0.000505,               0.000505,               0.000505
                    153,                0.74313,                0.99221,                 1.2215,                0.94753,                0.17971,                    0.4,                0.46584,                0.26288,                0.17971,                    0.4,                0.46584,                0.30782,                 1.4108,                 2.8799,                 3.4788,                 1.6306,              0.0005017,              0.0005017,              0.0005017
                    154,                0.79598,                 1.2732,                 1.3051,                0.99198,                 0.1741,                0.38165,                0.36356,                0.16667,                 0.1741,                0.38165,                0.36356,                0.21631,                 1.3593,                 2.8598,                 3.7274,                 1.5708,              0.0004984,              0.0004984,              0.0004984
                    155,                0.72347,                0.94015,                 1.4093,                 1.0083,                 0.1741,                0.38165,                0.36356,                0.16667,                 0.1741,                0.38165,                0.36356,                0.21631,                 1.3593,                 2.8598,                 3.7274,                 1.5708,              0.0004951,              0.0004951,              0.0004951
                    156,                0.64152,                0.98979,                 1.2953,                0.91837,                0.14459,                0.34572,                0.35488,                0.17208,                0.14459,                0.34572,                0.35488,                0.19963,                 1.3754,                 2.8644,                 3.8282,                 1.5904,              0.0004918,              0.0004918,              0.0004918
                    157,                0.86862,                0.97902,                 1.5067,                0.98813,                0.14459,                0.34572,                0.35488,                0.17208,                0.14459,                0.34572,                0.35488,                0.19963,                 1.3754,                 2.8644,                 3.8282,                 1.5904,              0.0004885,              0.0004885,              0.0004885
                    158,                0.86947,                 1.1961,                 1.3374,                0.97786,                0.05665,                 0.2435,                0.28523,                0.16314,                 0.1101,                0.29695,                0.35157,                 0.1983,                 1.3356,                 2.7153,                 3.8789,                 1.5736,              0.0004852,              0.0004852,              0.0004852
                    159,                0.84607,                 1.0822,                 1.7739,                 1.0386,                0.05665,                 0.2435,                0.28523,                0.16314,                 0.1101,                0.29695,                0.35157,                 0.1983,                 1.3356,                 2.7153,                 3.8789,                 1.5736,              0.0004819,              0.0004819,              0.0004819
                    160,                0.65116,                0.78156,                 1.2967,                0.95089,                0.12719,                0.28231,                0.35251,                 0.1752,                0.12719,                0.28231,                0.35251,                0.19908,                 1.3269,                 2.6513,                 3.7908,                  1.515,              0.0004786,              0.0004786,              0.0004786
                    161,                0.75137,                0.93655,                 1.2327,                0.95962,                0.12719,                0.28231,                0.35251,                 0.1752,                0.12719,                0.28231,                0.35251,                0.19908,                 1.3269,                 2.6513,                 3.7908,                  1.515,              0.0004753,              0.0004753,              0.0004753
                    162,                0.75231,                0.86574,                 1.2695,                0.94184,                0.20141,                0.34155,                0.40442,                0.25259,                0.20141,                0.34155,                0.40442,                0.24604,                 1.2977,                 2.5762,                 3.5949,                 1.4869,               0.000472,               0.000472,               0.000472
                    163,                0.73021,                0.95066,                 1.4414,                0.97382,                0.20141,                0.34155,                0.40442,                0.25259,                0.20141,                0.34155,                0.40442,                0.24604,                 1.2977,                 2.5762,                 3.5949,                 1.4869,              0.0004687,              0.0004687,              0.0004687
                    164,                0.71117,                0.88135,                 1.1412,                0.91755,                0.47522,                0.47307,                0.43543,                0.30493,                0.47522,                0.47307,                0.43543,                 0.3117,                 1.2736,                 2.3782,                 3.2625,                 1.5445,              0.0004654,              0.0004654,              0.0004654
                    165,                0.89157,                  1.121,                 1.4065,                  1.022,                0.47522,                0.47307,                0.43543,                0.30493,                0.47522,                0.47307,                0.43543,                 0.3117,                 1.2736,                 2.3782,                 3.2625,                 1.5445,              0.0004621,              0.0004621,              0.0004621
                    166,                0.71278,                  1.083,                  1.316,                0.99125,                0.59265,                    0.6,                 0.4635,                0.31521,                0.59265,                    0.6,                 0.4635,                0.33267,                 1.2586,                  2.355,                 3.0766,                 1.5738,              0.0004588,              0.0004588,              0.0004588
                    167,                0.88894,                 1.4425,                 1.3342,                 1.0489,                0.59265,                    0.6,                 0.4635,                0.31521,                0.59265,                    0.6,                 0.4635,                0.33267,                 1.2586,                  2.355,                 3.0766,                 1.5738,              0.0004555,              0.0004555,              0.0004555
                    168,                0.72933,                0.98341,                 1.5126,                 0.9473,                0.58712,                    0.6,                0.51944,                0.34476,                0.58712,                    0.6,                0.51944,                0.33557,                 1.2786,                  2.332,                 2.9483,                 1.6113,              0.0004522,              0.0004522,              0.0004522
                    169,                0.69132,                 1.1316,                 1.2341,                0.99867,                0.58712,                    0.6,                0.51944,                0.34476,                0.58712,                    0.6,                0.51944,                0.33557,                 1.2786,                  2.332,                 2.9483,                 1.6113,              0.0004489,              0.0004489,              0.0004489
                    170,                0.72895,                0.89136,                 1.2259,                0.91612,                0.61541,                0.59899,                0.55388,                0.39166,                0.61541,                0.59899,                0.55388,                0.37641,                 1.2186,                 2.4066,                 2.8982,                 1.5581,              0.0004456,              0.0004456,              0.0004456
                    171,                0.74104,                0.87453,                  1.238,                0.95166,                0.61541,                0.59899,                0.55388,                0.39166,                0.61541,                0.59899,                0.55388,                0.37641,                 1.2186,                 2.4066,                 2.8982,                 1.5581,              0.0004423,              0.0004423,              0.0004423
                    172,                0.65117,                0.89334,                 1.1523,                0.88897,                0.60779,                0.59956,                0.56534,                0.37865,                0.60779,                0.59956,                0.56534,                0.38047,                 1.1914,                 2.4352,                 2.8087,                 1.5277,               0.000439,               0.000439,               0.000439
                    173,                0.73325,                0.96154,                 1.3085,                0.99765,                0.60779,                0.59956,                0.56534,                0.37865,                0.60779,                0.59956,                0.56534,                0.38047,                 1.1914,                 2.4352,                 2.8087,                 1.5277,              0.0004357,              0.0004357,              0.0004357
                    174,                0.79303,                0.99107,                 1.1945,                0.92093,                0.61421,                0.59908,                0.57212,                0.37169,                0.61421,                0.59908,                0.57212,                 0.3589,                 1.2188,                 2.4794,                 2.7794,                 1.5272,              0.0004324,              0.0004324,              0.0004324
                    175,                0.73847,                 0.8349,                 1.1554,                0.92295,                0.61421,                0.59908,                0.57212,                0.37169,                0.61421,                0.59908,                0.57212,                 0.3589,                 1.2188,                 2.4794,                 2.7794,                 1.5272,              0.0004291,              0.0004291,              0.0004291
                    176,                0.62259,                 1.0349,                 1.1131,                0.91862,                0.63471,                0.59536,                0.57212,                0.37596,                0.63471,                0.59536,                0.57212,                0.38093,                  1.219,                  2.454,                 2.7577,                 1.5313,              0.0004258,              0.0004258,              0.0004258
                    177,                0.83171,                0.91533,                 1.3258,                 1.0556,                0.63471,                0.59536,                0.57212,                0.37596,                0.63471,                0.59536,                0.57212,                0.38093,                  1.219,                  2.454,                 2.7577,                 1.5313,              0.0004225,              0.0004225,              0.0004225
                    178,                0.72411,                 0.8027,                 1.0712,                0.86456,                0.85052,                0.54239,                0.57568,                0.37991,                0.85052,                0.54239,                0.57568,                0.38687,                 1.3022,                 2.5821,                 2.7203,                 1.5835,              0.0004192,              0.0004192,              0.0004192
                    179,                0.60543,                0.78035,                 1.2405,                0.87532,                0.85052,                0.54239,                0.57568,                0.37991,                0.85052,                0.54239,                0.57568,                0.38687,                 1.3022,                 2.5821,                 2.7203,                 1.5835,              0.0004159,              0.0004159,              0.0004159
                    180,                0.75402,                0.91692,                 1.0608,                0.89988,                0.56273,                0.57423,                0.57212,                0.35681,                0.56273,                0.57423,                0.57212,                0.37671,                  1.321,                 2.6583,                 2.7079,                 1.6167,              0.0004126,              0.0004126,              0.0004126
                    181,                0.66596,                0.95972,                 1.1022,                0.88642,                0.56273,                0.57423,                0.57212,                0.35681,                0.56273,                0.57423,                0.57212,                0.37671,                  1.321,                 2.6583,                 2.7079,                 1.6167,              0.0004093,              0.0004093,              0.0004093
                    182,                0.57543,                0.90075,                 1.1837,                0.91129,                0.35194,                0.56302,                0.57212,                 0.3748,                0.35194,                0.56302,                0.57212,                0.37148,                 1.3495,                 2.7233,                 2.7824,                  1.631,               0.000406,               0.000406,               0.000406
                    183,                0.81248,                 1.0886,                 1.2808,                0.96888,                0.35194,                0.56302,                0.57212,                 0.3748,                0.35194,                0.56302,                0.57212,                0.37148,                 1.3495,                 2.7233,                 2.7824,                  1.631,              0.0004027,              0.0004027,              0.0004027
                    184,                0.95465,                 1.0479,                 1.5298,                 1.1579,                0.35547,                0.56236,                0.57212,                0.38143,                0.35547,                0.56236,                0.57212,                0.37148,                 1.3509,                  2.715,                 2.8762,                 1.6192,              0.0003994,              0.0003994,              0.0003994
                    185,                0.80727,                 1.1807,                 1.6448,                 1.0361,                0.35547,                0.56236,                0.57212,                0.38143,                0.35547,                0.56236,                0.57212,                0.37148,                 1.3509,                  2.715,                 2.8762,                 1.6192,              0.0003961,              0.0003961,              0.0003961
                    186,                0.63305,                 1.1458,                 1.3082,                0.93143,                0.62109,                0.52522,                0.55941,                0.38545,                0.62109,                0.52522,                0.55941,                0.36132,                 1.3019,                 2.6414,                 2.9265,                 1.5581,              0.0003928,              0.0003928,              0.0003928
                    187,                0.57471,                0.88114,                 1.0346,                0.91413,                0.62109,                0.52522,                0.55941,                0.38545,                0.62109,                0.52522,                0.55941,                0.36132,                 1.3019,                 2.6414,                 2.9265,                 1.5581,              0.0003895,              0.0003895,              0.0003895
                    188,                0.59432,                0.65299,                 1.0034,                0.89134,                0.37701,                0.59755,                0.56218,                0.37788,                0.37701,                0.59755,                0.56218,                0.36628,                 1.2721,                 2.5721,                 2.9333,                 1.5516,              0.0003862,              0.0003862,              0.0003862
                    189,                0.56837,                0.63674,                 1.2878,                0.95123,                0.37701,                0.59755,                0.56218,                0.37788,                0.37701,                0.59755,                0.56218,                0.36628,                 1.2721,                 2.5721,                 2.9333,                 1.5516,              0.0003829,              0.0003829,              0.0003829
                    190,                0.67042,                0.91076,                  1.077,                0.87498,                0.42154,                    0.4,                0.56573,                0.38512,                0.42154,                    0.4,                0.56573,                0.36762,                 1.3179,                 2.5717,                 3.0211,                 1.6171,              0.0003796,              0.0003796,              0.0003796
                    191,                0.87531,                0.97999,                 1.3542,                0.98159,                0.42154,                    0.4,                0.56573,                0.38512,                0.42154,                    0.4,                0.56573,                0.36762,                 1.3179,                 2.5717,                 3.0211,                 1.6171,              0.0003763,              0.0003763,              0.0003763
                    192,                0.66917,                0.70734,                  1.091,                0.91539,                0.44047,                    0.4,                0.65211,                0.43119,                0.44047,                    0.4,                0.65211,                0.42054,                 1.3382,                 2.5968,                 3.1626,                 1.6634,               0.000373,               0.000373,               0.000373
                    193,                 0.6073,                 1.2809,                0.90626,                0.83796,                0.44047,                    0.4,                0.65211,                0.43119,                0.44047,                    0.4,                0.65211,                0.42054,                 1.3382,                 2.5968,                 3.1626,                 1.6634,              0.0003697,              0.0003697,              0.0003697
                    194,                0.59179,                0.88575,                 1.1006,                0.92781,                0.49987,                    0.4,                0.65101,                0.43074,                0.49987,                    0.4,                0.65101,                0.42868,                 1.3787,                 2.5971,                 3.2394,                 1.7062,              0.0003664,              0.0003664,              0.0003664
                    195,                0.76552,                0.89987,                 1.3224,                0.96061,                0.49987,                    0.4,                0.65101,                0.43074,                0.49987,                    0.4,                0.65101,                0.42868,                 1.3787,                 2.5971,                 3.2394,                 1.7062,              0.0003631,              0.0003631,              0.0003631
                    196,                0.64407,                 1.2118,                 1.1204,                0.89371,                 0.5595,                    0.2,                0.65891,                0.43893,                 0.5595,                    0.2,                0.65891,                0.43625,                 1.4112,                  2.588,                 3.3226,                  1.732,              0.0003598,              0.0003598,              0.0003598
                    197,                0.71669,                0.86074,                 1.1261,                 0.9516,                 0.5595,                    0.2,                0.65891,                0.43893,                 0.5595,                    0.2,                0.65891,                0.43625,                 1.4112,                  2.588,                 3.3226,                  1.732,              0.0003565,              0.0003565,              0.0003565
                    198,                0.69524,                0.90979,                 1.0965,                0.97653,                0.57927,                    0.2,                0.46268,                 0.2916,                0.57927,                    0.2,                0.46268,                0.29031,                 1.4034,                 2.5696,                 3.3911,                 1.7149,              0.0003532,              0.0003532,              0.0003532
                    199,                0.65976,                 1.0163,                 1.0419,                0.91008,                0.57927,                    0.2,                0.46268,                 0.2916,                0.57927,                    0.2,                0.46268,                0.29031,                 1.4034,                 2.5696,                 3.3911,                 1.7149,              0.0003499,              0.0003499,              0.0003499
                    200,                0.68416,                0.95578,                 1.0979,                0.89945,                0.45208,                0.30102,                0.43306,                0.26973,                0.45208,                0.30102,                0.43306,                0.26747,                 1.3756,                  2.544,                 3.4059,                  1.667,              0.0003466,              0.0003466,              0.0003466
                    201,                0.72294,                0.85689,                 1.2433,                0.91256,                0.45208,                0.30102,                0.43306,                0.26973,                0.45208,                0.30102,                0.43306,                0.26747,                 1.3756,                  2.544,                 3.4059,                  1.667,              0.0003433,              0.0003433,              0.0003433
                    202,                0.58211,                0.66854,                 1.1671,                0.89829,                0.49302,                0.39438,                0.41648,                0.26868,                0.49302,                0.39438,                0.41648,                0.26153,                 1.3328,                 2.5428,                 3.3661,                 1.6561,                0.00034,                0.00034,                0.00034
                    203,                0.57916,                0.88501,                 1.1152,                0.84952,                0.49302,                0.39438,                0.41648,                0.26868,                0.49302,                0.39438,                0.41648,                0.26153,                 1.3328,                 2.5428,                 3.3661,                 1.6561,              0.0003367,              0.0003367,              0.0003367
                    204,                 0.7434,                 1.0623,                 1.2927,                0.93172,                 0.2818,                0.39393,                0.42288,                0.26128,                 0.2818,                0.39393,                0.42288,                0.26045,                 1.3222,                 2.4318,                 3.3158,                 1.6542,              0.0003334,              0.0003334,              0.0003334
                    205,                0.60227,                0.87059,                0.93156,                0.85565,                 0.2818,                0.39393,                0.42288,                0.26128,                 0.2818,                0.39393,                0.42288,                0.26045,                 1.3222,                 2.4318,                 3.3158,                 1.6542,              0.0003301,              0.0003301,              0.0003301
                    206,                0.65348,                0.77938,                 1.0213,                0.89973,                0.27504,                0.39448,                 0.4378,                0.27203,                0.27504,                0.39448,                0.42122,                0.26771,                 1.3071,                 2.4948,                 3.2803,                 1.6372,              0.0003268,              0.0003268,              0.0003268
                    207,                0.75786,                0.88185,                 1.3269,                0.94831,                0.27504,                0.39448,                 0.4378,                0.27203,                0.27504,                0.39448,                0.42122,                0.26771,                 1.3071,                 2.4948,                 3.2803,                 1.6372,              0.0003235,              0.0003235,              0.0003235
                    208,                0.59072,                0.86507,                0.96747,                0.80386,                0.29964,                 0.5506,                0.44775,                0.28599,                0.29964,                 0.5506,                0.44775,                0.28102,                 1.2596,                 2.5222,                 3.2432,                 1.6205,              0.0003202,              0.0003202,              0.0003202
