                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    209,                0.71458,                 0.7695,                 1.1162,                0.98827,                0.29964,                 0.5506,                0.44775,                0.28599,                0.29964,                 0.5506,                0.44775,                0.28102,                 1.2596,                 2.5222,                 3.2432,                 1.6205,              0.0003169,              0.0003169,              0.0003169
                    210,                0.62852,                0.93811,                0.95778,                0.86031,                0.30208,                0.50918,                0.52072,                0.36164,                0.30208,                0.50918,                0.52072,                0.34667,                 1.2342,                  2.496,                 3.2214,                 1.5909,              0.0003136,              0.0003136,              0.0003136
                    211,                0.50724,                0.76581,                0.96145,                0.84566,                0.30208,                0.50918,                0.52072,                0.36164,                0.30208,                0.50918,                0.52072,                0.34667,                 1.2342,                  2.496,                 3.2214,                 1.5909,              0.0003103,              0.0003103,              0.0003103
                    212,                 0.6426,                0.97412,                 1.1152,                0.95772,                0.65017,                0.68251,                 0.5373,                0.38607,                0.65017,                0.68251,                 0.5373,                0.35632,                 1.2411,                 2.5627,                 3.2078,                 1.5607,               0.000307,               0.000307,               0.000307
                    213,                0.64321,                 0.7707,                0.93035,                0.91342,                0.65017,                0.68251,                 0.5373,                0.38607,                0.65017,                0.68251,                 0.5373,                0.35632,                 1.2411,                 2.5627,                 3.2078,                 1.5607,              0.0003037,              0.0003037,              0.0003037
                    214,                0.68065,                0.99576,                 1.0487,                0.88422,                0.64793,                0.39411,                0.52072,                0.36184,                0.64793,                0.39411,                0.52072,                0.34034,                  1.288,                 2.5231,                 3.2409,                 1.5271,              0.0003004,              0.0003004,              0.0003004
                    215,                0.66112,                0.72199,                0.93774,                0.93811,                0.64793,                0.39411,                0.52072,                0.36184,                0.64793,                0.39411,                0.52072,                0.34034,                  1.288,                 2.5231,                 3.2409,                 1.5271,              0.0002971,              0.0002971,              0.0002971
                    216,                0.60739,                0.74941,                 1.1679,                0.85772,                0.58627,                0.59327,                 0.5373,                0.35526,                0.58627,                0.59327,                 0.5373,                0.36164,                 1.2783,                 2.5198,                 3.2702,                  1.501,              0.0002938,              0.0002938,              0.0002938
                    217,                0.82757,                 1.0636,                 1.0591,                 1.0018,                0.58627,                0.59327,                 0.5373,                0.35526,                0.58627,                0.59327,                 0.5373,                0.36164,                 1.2783,                 2.5198,                 3.2702,                  1.501,              0.0002905,              0.0002905,              0.0002905
                    218,                0.61033,                0.96723,                0.90714,                0.90346,                0.55077,                0.56742,                 0.5373,                0.35718,                0.55077,                0.56742,                 0.5373,                0.36492,                 1.2575,                 2.5599,                 3.2703,                 1.4629,              0.0002872,              0.0002872,              0.0002872
                    219,                0.78092,                0.91356,                 1.0695,                0.96313,                0.55077,                0.56742,                 0.5373,                0.35718,                0.55077,                0.56742,                 0.5373,                0.36492,                 1.2575,                 2.5599,                 3.2703,                 1.4629,              0.0002839,              0.0002839,              0.0002839
                    220,                0.60957,                0.67928,                0.93231,                0.89267,                0.53338,                0.37777,                 0.5373,                0.36551,                0.53338,                0.37777,                 0.5373,                0.36825,                 1.1965,                 2.5955,                 3.2934,                 1.4384,              0.0002806,              0.0002806,              0.0002806
                    221,                0.66223,                0.78901,                 0.8878,                0.85348,                0.53338,                0.37777,                 0.5373,                0.36551,                0.53338,                0.37777,                 0.5373,                0.36825,                 1.1965,                 2.5955,                 3.2934,                 1.4384,              0.0002773,              0.0002773,              0.0002773
                    222,                0.53219,                0.75114,                0.85613,                0.83104,                0.54919,                0.34961,                 0.4994,                0.34078,                0.54919,                0.34961,                 0.4994,                0.33927,                 1.2107,                 2.5735,                  3.316,                 1.4165,               0.000274,               0.000274,               0.000274
                    223,                0.68676,                0.78015,                0.92356,                0.90302,                0.54919,                0.34961,                 0.4994,                0.34078,                0.54919,                0.34961,                 0.4994,                0.33927,                 1.2107,                 2.5735,                  3.316,                 1.4165,              0.0002707,              0.0002707,              0.0002707
                    224,                0.65855,                 0.8109,                0.88507,                0.86259,                0.52799,                0.32187,                0.50745,                0.34727,                0.52799,                0.32187,                0.50745,                 0.3471,                 1.1848,                  2.659,                 3.3427,                 1.4097,              0.0002674,              0.0002674,              0.0002674
                    225,                0.63595,                0.85387,                0.91348,                0.83204,                0.52799,                0.32187,                0.50745,                0.34727,                0.52799,                0.32187,                0.50745,                 0.3471,                 1.1848,                  2.659,                 3.3427,                 1.4097,              0.0002641,              0.0002641,              0.0002641
                    226,                0.61287,                 0.8638,                0.93026,                0.89202,                0.27763,                0.44178,                0.53217,                0.37658,                0.27763,                0.44178,                0.53217,                0.36594,                 1.1266,                 2.6812,                 3.3241,                 1.3984,              0.0002608,              0.0002608,              0.0002608
                    227,                0.71069,                 1.0185,                0.93003,                0.93767,                0.27763,                0.44178,                0.53217,                0.37658,                0.27763,                0.44178,                0.53217,                0.36594,                 1.1266,                 2.6812,                 3.3241,                 1.3984,              0.0002575,              0.0002575,              0.0002575
                    228,                 0.6342,                0.73724,                0.96637,                0.91929,                0.27145,                0.37002,                0.53217,                0.35129,                0.27145,                0.37002,                0.53217,                0.35274,                 1.1908,                 2.6409,                 3.2846,                 1.4151,              0.0002542,              0.0002542,              0.0002542
                    229,                0.54139,                 0.8708,                0.94634,                0.82588,                0.27145,                0.37002,                0.53217,                0.35129,                0.27145,                0.37002,                0.53217,                0.35274,                 1.1908,                 2.6409,                 3.2846,                 1.4151,              0.0002509,              0.0002509,              0.0002509
                    230,                0.54892,                0.75793,                0.89232,                0.82349,                0.29745,                0.37136,                0.52624,                0.33241,                0.29745,                0.37136,                0.52624,                0.34843,                 1.2688,                 2.5167,                 3.2443,                 1.4642,              0.0002476,              0.0002476,              0.0002476
                    231,                0.89731,                 1.2424,                 1.4882,                 1.1834,                0.29745,                0.37136,                0.52624,                0.33241,                0.29745,                0.37136,                0.52624,                0.34843,                 1.2688,                 2.5167,                 3.2443,                 1.4642,              0.0002443,              0.0002443,              0.0002443
                    232,                0.68262,                0.76142,                0.93803,                0.90749,                0.36146,                0.57119,                0.53619,                0.33741,                0.36146,                0.57119,                0.53619,                0.34554,                 1.3192,                 2.4008,                 3.2394,                 1.5049,               0.000241,               0.000241,               0.000241
                    233,                0.53304,                0.67473,                 1.0147,                0.83596,                0.36146,                0.57119,                0.53619,                0.33741,                0.36146,                0.57119,                0.53619,                0.34554,                 1.3192,                 2.4008,                 3.2394,                 1.5049,              0.0002377,              0.0002377,              0.0002377
                    234,                0.59561,                0.70054,                0.88051,                0.90333,                0.36902,                0.57553,                0.53619,                0.33121,                0.36902,                0.57553,                0.53619,                0.36186,                 1.2963,                 2.3618,                  3.266,                 1.5443,              0.0002344,              0.0002344,              0.0002344
                    235,                0.55135,                0.83569,                 0.8969,                0.82307,                0.36902,                0.57553,                0.53619,                0.33121,                0.36902,                0.57553,                0.53619,                0.36186,                 1.2963,                 2.3618,                  3.266,                 1.5443,              0.0002311,              0.0002311,              0.0002311
                    236,                0.51767,                0.85875,                0.91236,                0.89249,                0.35052,                 0.4888,                0.53619,                0.34083,                0.35052,                 0.4888,                0.53619,                0.35395,                 1.3457,                 2.3549,                 3.2712,                 1.5657,              0.0002278,              0.0002278,              0.0002278
                    237,                0.49222,                0.67732,                 1.0454,                0.84861,                0.35052,                 0.4888,                0.53619,                0.34083,                0.35052,                 0.4888,                0.53619,                0.35395,                 1.3457,                 2.3549,                 3.2712,                 1.5657,              0.0002245,              0.0002245,              0.0002245
                    238,                0.54027,                0.94651,                 1.0217,                0.87669,                0.33047,                 0.3851,                0.49474,                0.33815,                0.33849,                0.44684,                0.53896,                0.35055,                 1.3846,                 2.3589,                 3.2249,                 1.5719,              0.0002212,              0.0002212,              0.0002212
                    239,                0.61305,                0.73742,                0.95513,                0.84888,                0.33047,                 0.3851,                0.49474,                0.33815,                0.33849,                0.44684,                0.53896,                0.35055,                 1.3846,                 2.3589,                 3.2249,                 1.5719,              0.0002179,              0.0002179,              0.0002179
                    240,                0.60207,                 1.0393,                0.93414,                0.91311,                0.34027,                0.45393,                0.54725,                0.33238,                0.34027,                0.45393,                0.54725,                0.36377,                 1.3786,                 2.3095,                 3.1499,                 1.5612,              0.0002146,              0.0002146,              0.0002146
                    241,                0.55229,                0.60986,                  1.013,                 0.8921,                0.34027,                0.45393,                0.54725,                0.33238,                0.34027,                0.45393,                0.54725,                0.36377,                 1.3786,                 2.3095,                 3.1499,                 1.5612,              0.0002113,              0.0002113,              0.0002113
                    242,                0.57114,                0.68634,                0.92037,                0.87964,                0.34724,                0.48609,                0.54725,                 0.3325,                0.34724,                0.48609,                0.54725,                0.36233,                 1.3688,                 2.2992,                 3.0443,                 1.5501,               0.000208,               0.000208,               0.000208
                    243,                0.48968,                0.60386,                0.97696,                0.84424,                0.34724,                0.48609,                0.54725,                 0.3325,                0.34724,                0.48609,                0.54725,                0.36233,                 1.3688,                 2.2992,                 3.0443,                 1.5501,              0.0002047,              0.0002047,              0.0002047
                    244,                0.54953,                0.82115,                0.94747,                0.86356,                0.35148,                0.50826,                0.54725,                0.31738,                0.35148,                0.50826,                0.54725,                0.35977,                 1.3607,                 2.3057,                 2.9546,                 1.5615,              0.0002014,              0.0002014,              0.0002014
                    245,                0.62809,                 1.0247,                0.87033,                0.84115,                0.35148,                0.50826,                0.54725,                0.31738,                0.35148,                0.50826,                0.54725,                0.35977,                 1.3607,                 2.3057,                 2.9546,                 1.5615,              0.0001981,              0.0001981,              0.0001981
                    246,                0.52948,                0.72233,                0.80916,                0.86772,                0.34733,                0.49513,                0.54725,                0.32184,                0.34733,                0.49513,                0.54725,                0.36191,                 1.3671,                 2.2876,                 2.8856,                 1.5817,              0.0001948,              0.0001948,              0.0001948
                    247,                0.42973,                 0.7146,                0.90915,                0.84696,                0.34733,                0.49513,                0.54725,                0.32184,                0.34733,                0.49513,                0.54725,                0.36191,                 1.3671,                 2.2876,                 2.8856,                 1.5817,              0.0001915,              0.0001915,              0.0001915
                    248,                0.56095,                0.67048,                 0.9033,                0.92647,                0.34999,                0.48284,                0.56383,                0.33835,                0.34999,                0.48284,                0.56383,                0.37867,                 1.3713,                 2.2607,                 2.8601,                  1.592,              0.0001882,              0.0001882,              0.0001882
                    249,                0.60161,                0.75205,                0.96117,                0.88699,                0.34999,                0.48284,                0.56383,                0.33835,                0.34999,                0.48284,                0.56383,                0.37867,                 1.3713,                 2.2607,                 2.8601,                  1.592,              0.0001849,              0.0001849,              0.0001849
                    250,                0.56606,                0.73794,                0.79472,                0.90636,                0.54991,                 0.4343,                0.56383,                0.36681,                0.54991,                 0.4343,                0.56383,                 0.3795,                 1.3486,                 2.2459,                 2.8434,                 1.5848,              0.0001816,              0.0001816,              0.0001816
                    251,                0.47852,                0.73589,                0.89975,                0.87123,                0.54991,                 0.4343,                0.56383,                0.36681,                0.54991,                 0.4343,                0.56383,                 0.3795,                 1.3486,                 2.2459,                 2.8434,                 1.5848,              0.0001783,              0.0001783,              0.0001783
                    252,                0.54366,                0.70256,                0.97073,                 0.8727,                0.55517,                0.39315,                0.56383,                0.35661,                0.55517,                0.39315,                0.56383,                0.37432,                 1.3074,                 2.2561,                 2.8521,                 1.5695,               0.000175,               0.000175,               0.000175
                    253,                0.56767,                0.84002,                0.85135,                0.90566,                0.55517,                0.39315,                0.56383,                0.35661,                0.55517,                0.39315,                0.56383,                0.37432,                 1.3074,                 2.2561,                 2.8521,                 1.5695,              0.0001717,              0.0001717,              0.0001717
                    254,                0.55626,                0.69289,                 0.9712,                0.88078,                 0.5726,                0.39313,                0.56383,                0.36214,                 0.5726,                0.39313,                0.56383,                0.37713,                 1.2684,                 2.3001,                 2.8541,                 1.5442,              0.0001684,              0.0001684,              0.0001684
                    255,                 0.5151,                0.99252,                0.86446,                0.84719,                 0.5726,                0.39313,                0.56383,                0.36214,                 0.5726,                0.39313,                0.56383,                0.37713,                 1.2684,                 2.3001,                 2.8541,                 1.5442,              0.0001651,              0.0001651,              0.0001651
                    256,                0.52036,                0.65091,                0.88076,                0.90023,                0.57547,                0.39356,                0.56383,                0.36214,                0.57547,                0.39356,                0.56383,                0.37957,                 1.2497,                 2.3342,                 2.8744,                 1.5321,              0.0001618,              0.0001618,              0.0001618
                    257,                0.51886,                0.72105,                 1.0086,                0.95482,                0.57547,                0.39356,                0.56383,                0.36214,                0.57547,                0.39356,                0.56383,                0.37957,                 1.2497,                 2.3342,                 2.8744,                 1.5321,              0.0001585,              0.0001585,              0.0001585
                    258,                0.41808,                0.63163,                0.80924,                0.87491,                0.56295,                0.39385,                0.56383,                 0.3697,                0.56295,                0.39385,                0.56383,                0.37436,                  1.248,                 2.3786,                 2.8543,                 1.5191,              0.0001552,              0.0001552,              0.0001552
                    259,                 0.5939,                 0.7785,                0.94626,                0.84635,                0.56295,                0.39385,                0.56383,                 0.3697,                0.56295,                0.39385,                0.56383,                0.37436,                  1.248,                 2.3786,                 2.8543,                 1.5191,              0.0001519,              0.0001519,              0.0001519
                    260,                0.45287,                 0.6315,                0.77717,                0.84922,                0.55043,                0.39423,                0.55388,                0.36967,                0.55043,                0.39423,                0.55388,                0.36936,                 1.2527,                 2.4074,                 2.8656,                 1.5168,              0.0001486,              0.0001486,              0.0001486
                    261,                0.52636,                0.75271,                0.85186,                 0.8538,                0.55043,                0.39423,                0.55388,                0.36967,                0.55043,                0.39423,                0.55388,                0.36936,                 1.2527,                 2.4074,                 2.8656,                 1.5168,              0.0001453,              0.0001453,              0.0001453
                    262,                0.46733,                0.61154,                 1.0039,                0.87696,                0.54108,                0.39473,                 0.5373,                0.37718,                0.54108,                0.39473,                 0.5373,                0.37336,                 1.2617,                 2.4753,                 2.9352,                 1.4967,               0.000142,               0.000142,               0.000142
                    263,                 0.5193,                 0.6955,                0.87758,                0.83567,                0.54108,                0.39473,                 0.5373,                0.37718,                0.54108,                0.39473,                 0.5373,                0.37336,                 1.2617,                 2.4753,                 2.9352,                 1.4967,              0.0001387,              0.0001387,              0.0001387
                    264,                0.51682,                0.76031,                0.87559,                0.87626,                0.53762,                0.39614,                 0.5373,                0.37351,                0.53762,                0.39614,                 0.5373,                0.35012,                 1.2831,                  2.534,                 2.9758,                 1.4932,              0.0001354,              0.0001354,              0.0001354
                    265,                 0.5122,                0.66694,                0.89859,                0.89836,                0.53762,                0.39614,                 0.5373,                0.37351,                0.53762,                0.39614,                 0.5373,                0.35012,                 1.2831,                  2.534,                 2.9758,                 1.4932,              0.0001321,              0.0001321,              0.0001321
                    266,                0.54672,                0.86586,                0.89581,                0.82545,                0.54565,                0.39792,                 0.5373,                0.36157,                0.54565,                0.39792,                 0.5373,                0.36103,                 1.2899,                 2.6673,                 2.9838,                 1.4966,              0.0001288,              0.0001288,              0.0001288
                    267,                0.58161,                0.97791,                0.84584,                0.90834,                0.54565,                0.39792,                 0.5373,                0.36157,                0.54565,                0.39792,                 0.5373,                0.36103,                 1.2899,                 2.6673,                 2.9838,                 1.4966,              0.0001255,              0.0001255,              0.0001255
                    268,                 0.6358,                 1.0849,                0.90881,                0.84865,                    0.6,                0.19973,                 0.5373,                0.36246,                    0.6,                0.19973,                 0.5373,                0.35397,                 1.2925,                 2.7015,                  2.992,                 1.5041,              0.0001222,              0.0001222,              0.0001222
                    269,                0.50868,                 0.7475,                0.78738,                0.84932,                    0.6,                0.19973,                 0.5373,                0.36246,                    0.6,                0.19973,                 0.5373,                0.35397,                 1.2925,                 2.7015,                  2.992,                 1.5041,              0.0001189,              0.0001189,              0.0001189
                    270,                0.55939,                0.94866,                0.93894,                0.90467,                0.58144,                    0.2,                 0.4378,                0.26832,                0.58144,                    0.2,                 0.4378,                0.27439,                 1.3032,                 2.7155,                 2.9853,                 1.5174,              0.0001156,              0.0001156,              0.0001156
                    271,                0.56537,                0.76626,                0.92716,                0.84601,                0.58144,                    0.2,                 0.4378,                0.26832,                0.58144,                    0.2,                 0.4378,                0.27439,                 1.3032,                 2.7155,                 2.9853,                 1.5174,              0.0001123,              0.0001123,              0.0001123
                    272,                0.48331,                0.60311,                0.92642,                0.89538,                0.56628,                    0.2,                 0.4378,                0.26201,                0.56628,                    0.2,                 0.4378,                0.27926,                 1.3136,                 2.7218,                  2.988,                 1.5346,               0.000109,               0.000109,               0.000109
                    273,                 0.5999,                0.80421,                0.92185,                0.90824,                0.56628,                    0.2,                 0.4378,                0.26201,                0.56628,                    0.2,                 0.4378,                0.27926,                 1.3136,                 2.7218,                  2.988,                 1.5346,              0.0001057,              0.0001057,              0.0001057
                    274,                0.58695,                0.79162,                0.94162,                0.89123,                0.55734,                    0.2,                0.46433,                0.28914,                0.55734,                    0.2,                0.46433,                0.29803,                  1.324,                 2.7162,                 2.9859,                 1.5501,              0.0001024,              0.0001024,              0.0001024
                    275,                0.51525,                0.63576,                0.79508,                 0.8573,                0.55734,                    0.2,                0.46433,                0.28914,                0.55734,                    0.2,                0.46433,                0.29803,                  1.324,                 2.7162,                 2.9859,                 1.5501,               9.91e-05,               9.91e-05,               9.91e-05
                    276,                0.55273,                0.71234,                0.92327,                0.88032,                0.55464,                    0.2,                0.55388,                0.36321,                0.55464,                    0.2,                0.55388,                0.36537,                 1.3313,                 2.7785,                 3.0044,                 1.5508,               9.58e-05,               9.58e-05,               9.58e-05
                    277,                0.55498,                0.67455,                0.85456,                 0.8824,                0.55464,                    0.2,                0.55388,                0.36321,                0.55464,                    0.2,                0.55388,                0.36537,                 1.3313,                 2.7785,                 3.0044,                 1.5508,               9.25e-05,               9.25e-05,               9.25e-05
                    278,                0.45256,                0.84305,                0.84424,                 0.8706,                0.55329,                    0.2,                0.55388,                0.36552,                0.55329,                    0.2,                0.55388,                0.37128,                  1.345,                 2.7407,                 3.0044,                 1.5654,               8.92e-05,               8.92e-05,               8.92e-05
                    279,                0.39205,                0.75252,                0.89372,                0.77344,                0.55329,                    0.2,                0.55388,                0.36552,                0.55329,                    0.2,                0.55388,                0.37128,                  1.345,                 2.7407,                 3.0044,                 1.5654,               8.59e-05,               8.59e-05,               8.59e-05
                    280,                0.47655,                0.63203,                0.88465,                0.86342,                0.55222,                    0.2,                0.55388,                 0.3622,                0.55222,                    0.2,                0.55388,                0.36963,                 1.3601,                 2.7277,                 2.9892,                 1.5718,               8.26e-05,               8.26e-05,               8.26e-05
                    281,                0.64388,                 1.0265,                0.91124,                0.90752,                0.55222,                    0.2,                0.55388,                 0.3622,                0.55222,                    0.2,                0.55388,                0.36963,                 1.3601,                 2.7277,                 2.9892,                 1.5718,               7.93e-05,               7.93e-05,               7.93e-05
                    282,                0.46427,                 0.6877,                0.78022,                0.88532,                0.55196,                    0.2,                0.54393,                0.35585,                0.55196,                    0.2,                0.54393,                  0.358,                 1.3767,                 2.6287,                 2.9704,                 1.5737,                7.6e-05,                7.6e-05,                7.6e-05
                    283,                0.59447,                  0.634,                 1.0916,                0.87722,                0.55196,                    0.2,                0.54393,                0.35585,                0.55196,                    0.2,                0.54393,                  0.358,                 1.3767,                 2.6287,                 2.9704,                 1.5737,               7.27e-05,               7.27e-05,               7.27e-05
                    284,                0.54362,                0.92739,                  1.052,                0.94688,                0.55027,                    0.2,                0.55388,                0.36121,                0.55027,                    0.2,                0.55388,                0.36365,                 1.3865,                  2.618,                  2.944,                 1.5801,               6.94e-05,               6.94e-05,               6.94e-05
                    285,                0.65685,                0.78225,                 1.0314,                0.91516,                0.55027,                    0.2,                0.55388,                0.36121,                0.55027,                    0.2,                0.55388,                0.36365,                 1.3865,                  2.618,                  2.944,                 1.5801,               6.61e-05,               6.61e-05,               6.61e-05
                    286,                0.61343,                0.89902,                0.95772,                  0.968,                0.55092,                    0.2,                0.55388,                0.35457,                0.55092,                    0.2,                0.55388,                0.36365,                 1.3818,                 2.5785,                 2.9246,                 1.5788,               6.28e-05,               6.28e-05,               6.28e-05
                    287,                0.47633,                0.69629,                0.78378,                0.85282,                0.55092,                    0.2,                0.55388,                0.35457,                0.55092,                    0.2,                0.55388,                0.36365,                 1.3818,                 2.5785,                 2.9246,                 1.5788,               5.95e-05,               5.95e-05,               5.95e-05
                    288,                  0.459,                0.67118,                0.88539,                0.82398,                0.58858,                0.53399,                0.57047,                0.36401,                0.58858,                0.53399,                0.57047,                0.37854,                 1.3668,                 2.5501,                 2.8943,                 1.5707,               5.62e-05,               5.62e-05,               5.62e-05
                    289,                 0.4397,                0.73783,                0.77537,                0.85407,                0.58858,                0.53399,                0.57047,                0.36401,                0.58858,                0.53399,                0.57047,                0.37854,                 1.3668,                 2.5501,                 2.8943,                 1.5707,               5.29e-05,               5.29e-05,               5.29e-05
                    290,                0.40945,                0.67641,                0.79147,                0.83154,                0.57956,                0.53078,                0.57047,                0.36702,                0.57956,                0.53078,                0.57047,                 0.3787,                 1.3583,                 2.5207,                 2.8842,                 1.5633,               4.96e-05,               4.96e-05,               4.96e-05
                    291,                0.38453,                0.64415,                0.80526,                0.81652,                0.57956,                0.53078,                0.57047,                0.36702,                0.57956,                0.53078,                0.57047,                 0.3787,                 1.3583,                 2.5207,                 2.8842,                 1.5633,               4.63e-05,               4.63e-05,               4.63e-05
                    292,                0.37027,                 0.6385,                 0.7712,                0.79284,                 0.5779,                0.53425,                0.57047,                  0.364,                 0.5779,                0.53425,                0.57047,                0.37996,                 1.3407,                 2.5195,                 2.9265,                 1.5397,                4.3e-05,                4.3e-05,                4.3e-05
                    293,                0.39352,                0.61153,                0.70861,                0.80184,                 0.5779,                0.53425,                0.57047,                  0.364,                 0.5779,                0.53425,                0.57047,                0.37996,                 1.3407,                 2.5195,                 2.9265,                 1.5397,               3.97e-05,               3.97e-05,               3.97e-05
                    294,                0.34977,                0.62575,                0.79509,                0.82596,                0.57602,                 0.5334,                0.58042,                0.37645,                0.57602,                 0.5334,                0.58042,                0.38734,                  1.334,                  2.527,                 2.9046,                 1.5414,               3.64e-05,               3.64e-05,               3.64e-05
                    295,                0.38262,                0.60641,                 0.8006,                0.83417,                0.57602,                 0.5334,                0.58042,                0.37645,                0.57602,                 0.5334,                0.58042,                0.38734,                  1.334,                  2.527,                 2.9046,                 1.5414,               3.31e-05,               3.31e-05,               3.31e-05
                    296,                0.41806,                0.71247,                0.81509,                 0.8162,                0.37925,                0.53345,                0.58042,                0.37678,                0.37925,                0.53345,                0.58042,                0.38799,                 1.3288,                 2.5314,                 2.8967,                  1.539,               2.98e-05,               2.98e-05,               2.98e-05
                    297,                0.40736,                0.69049,                0.93512,                0.86436,                0.37925,                0.53345,                0.58042,                0.37678,                0.37925,                0.53345,                0.58042,                0.38799,                 1.3288,                 2.5314,                 2.8967,                  1.539,               2.65e-05,               2.65e-05,               2.65e-05
                    298,                0.43755,                0.61278,                0.93505,                 0.8451,                0.38391,                0.53865,                0.58042,                0.37645,                0.38391,                0.53865,                0.58042,                0.39454,                 1.3309,                 2.5517,                 2.8793,                   1.54,               2.32e-05,               2.32e-05,               2.32e-05
                    299,                0.40834,                  0.655,                 0.8433,                0.82243,                0.38391,                0.53865,                0.58042,                0.37645,                0.38391,                0.53865,                0.58042,                0.39454,                 1.3309,                 2.5517,                 2.8793,                   1.54,               1.99e-05,               1.99e-05,               1.99e-05
                    300,                0.40573,                 0.5774,                0.83251,                0.82504,                0.34202,                0.40353,                0.56383,                0.36649,                0.34202,                0.40353,                0.56383,                0.38278,                 1.3305,                 2.5544,                 2.8758,                 1.5413,               1.66e-05,               1.66e-05,               1.66e-05
